Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S63,Movie,Naruto The Movie 3: Guardians Of The Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",Japan,"September 15, 2021",2006,Tv-Pg,95 Min,"Action & Adventure, Anime Features, International Movies","Exuberant Ninja Naruto Teams Up With His Pals Sakura And Kakashi To Escort Prince Michiru And His Son, Hikaru, To The Crescent Moon Kingdom."
S64,Movie,Naruto The Movie: Ninja Clash In The Land Of Snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,"September 15, 2021",2004,Tv-Pg,83 Min,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke And Sakura Learn They'll Be Protecting An Actress From Being Hurt While Making Her Next Film, But It Turns Out She's A Princess."
S65,Movie,Nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",,"September 15, 2021",2021,Tv-Pg,103 Min,Children & Family Movies,Scary Story Fan Alex Must Tell A Spine-Tingling Tale Every Night — Or Stay Trapped With His New Friend In A Wicked Witch's Magical Apartment Forever.
S66,Tv Show,Numberblocks,,"Beth Chalmers, David Holt, Marcel Mccalla, Teresa Gallagher",United Kingdom,"September 15, 2021",2021,Tv-Y,6 Seasons,Kids' Tv,"In A Place Called Numberland, Math Adds Up To Tons Of Fun When A Group Of Cheerful Blocks Work, Play And Sing Together."
S67,Tv Show,Raja Rasoi Aur Anya Kahaniyan,,,India,"September 15, 2021",2014,Tv-G,1 Season,"Docuseries, International Tv Shows","Explore The History And Flavors Of Regional Indian Cuisine, From Traditional Kashmiri Feasts To The Vegetarian Dishes Of Gujarat."
S68,Tv Show,Saved By The Bell,,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",United States,"September 15, 2021",1994,Tv-Pg,9 Seasons,"Kids' Tv, Tv Comedies","From Middle School To College, Best Friends Zack, Kelly, Slater, Jessie, Screech And Lisa Take On The Highs And Lows Of Life Together In This Hit Series."
S69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,,"September 15, 2021",2021,Tv-14,113 Min,"Documentaries, International Movies, Sports Movies","Through Exclusive Interviews And Archival Footage, This Documentary Traces An Intimate Portrait Of Seven-Time Formula 1 Champion Michael Schumacher."
S70,Tv Show,Stories By Rabindranath Tagore,,,India,"September 15, 2021",2015,Tv-Pg,1 Season,"International Tv Shows, Tv Dramas",The Writings Of Nobel Prize Winner Rabindranath Tagore Come To Life In This Collection Of Tales Set In Early-20th-Century Bengal.
S71,Tv Show,Too Hot To Handle: Latino,,Itatí Cantoral,,"September 15, 2021",2021,Tv-Ma,1 Season,"International Tv Shows, Reality Tv, Romantic Tv Shows","On This Reality Show, Singles From Latin America And Spain Are Challenged To Give Up Sex. But Here, Abstinence Comes With A Silver Lining: Us$100,000."
S72,Movie,A Storybots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,"September 14, 2021",2021,Tv-Y,13 Min,Children & Family Movies,Join The Storybots And The Space Travelers Of The Historic Inspiration4 Mission As They Search For Answers To Kids' Questions About Space.
S73,Tv Show,Jack Whitehall: Travels With My Father,,"Jack Whitehall, Michael Whitehall",United Kingdom,"September 14, 2021",2021,Tv-Ma,5 Seasons,"British Tv Shows, Docuseries, International Tv Shows","Jovial Comic Jack Whitehall Invites His Stuffy Father, Michael, To Travel With Him Through Southeast Asia In An Attempt To Strengthen Their Bond."
S74,Movie,King Of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""Illbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,"September 14, 2021",2018,Tv-Ma,182 Min,"Dramas, International Movies","When A Powerful Businesswoman’s Political Ambitions Are Threatened By Her Underworld Connections, The Ensuing Power Struggle Could Cost Her Everything."
S75,Tv Show,The World's Most Amazing Vacation Rentals,,,,"September 14, 2021",2021,Tv-Pg,2 Seasons,Reality Tv,"With An Eye For Every Budget, Three Travelers Visit Vacation Rentals Around The Globe And Share Their Expert Tips And Tricks In This Reality Series."
S76,Movie,You Vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",,"September 14, 2021",2021,Tv-G,106 Min,Children & Family Movies,"After A Plane Crash Leaves Bear With Amnesia, He Must Make Choices To Save The Missing Pilot And Survive In This High-Stakes Interactive Adventure."
S77,Tv Show,Yowamushi Pedal,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,"September 14, 2021",2013,Tv-14,1 Season,"Anime Series, International Tv Shows","A Timid, Anime-Loving Teen Gets Drawn Into A School Cycling Club, Where His New Friends Help Him Face Tough Challenges To Develop His Racing Talent."
S78,Movie,Little Singham - Black Shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",,"September 11, 2021",2021,Tv-Y7,48 Min,"Children & Family Movies, Comedies",Kid Cop Little Singham Loses All His Superpowers While Trying To Stop The Demon Kaal’s New Evil Plans! Can His Inner Strength Help Him Defeat The Enemy?
S79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2020,Tv-14,145 Min,"Comedies, Dramas, International Movies",A Budding Politician Has Devious Plans To Rise In The Ranks — Until An Unexpected New Presence Begins To Interfere With His Every Crooked Move.
S80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,"September 11, 2021",2021,Tv-14,145 Min,"Comedies, Dramas, International Movies",A Budding Politician Has Devious Plans To Rise In The Ranks — Until An Unexpected New Presence Begins To Interfere With His Every Crooked Move.
S81,Movie,Firedrake The Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,"September 10, 2021",2021,Tv-Y7,93 Min,Children & Family Movies,"When His Home Is Threatened By Humans, A Young Dragon Summons The Courage To Seek A Mythical Paradise Where Dragons Can Live In Peace And Fly Free."
S82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,"September 10, 2021",2021,R,106 Min,Action & Adventure,"Slipped A Fatal Poison On Her Final Job, A Ruthless Assassin Working In Tokyo Has Less Than 24 Hours To Find Out Who Ordered The Hit And Exact Revenge."
S83,Tv Show,Lucifer,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,"September 10, 2021",2021,Tv-14,6 Seasons,"Crime Tv Shows, Tv Comedies, Tv Dramas","Bored With Being The Lord Of Hell, The Devil Relocates To Los Angeles, Where He Opens A Nightclub And Forms A Connection With A Homicide Detective."
S84,Tv Show,Metal Shop Masters,,Jo Koy,,"September 10, 2021",2021,Tv-Ma,1 Season,Reality Tv,"On This Competition Show, A Group Of Metal Artists Torch, Cut And Weld Epic, Badass Creations From Hardened Steel. Only One Will Win A $50,000 Prize."
S85,Movie,Omo Ghetto: The Saga,"Jjc Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,"September 10, 2021",2020,Tv-Ma,147 Min,"Action & Adventure, Comedies, Dramas","Twins Are Reunited As A Good-Hearted Female Gangster And Her Uptight Rich Sister Take On Family, Crime, Cops And All Of The Trouble That Follows Them."
S86,Tv Show,Pokémon Master Journeys: The Series,,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",,"September 10, 2021",2021,Tv-Y7,1 Season,"Anime Series, Kids' Tv","As Ash Battles His Way Through The World Coronation Series, Goh Continues His Quest To Catch Every Pokémon. Together, They're On A Journey To Adventure!"
S87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,"September 10, 2021",2021,Tv-Ma,87 Min,"International Movies, Thrillers",A Hiking Trip Into The Wild Turns Into A Desperate Bid For Survival For Five Friends On The Run From A Mysterious Shooter.
S88,Tv Show,Titipo Titipo,,"Jeon Hae-Ri, Kim Eun-Ah, Hong Bum-Ki, Nam Do-Hyeong, Um Sang-Hyun",,"September 10, 2021",2019,Tv-Y,2 Seasons,"Kids' Tv, Korean Tv Shows",Titipo The Train Is Out To Prove That He's Got What It Takes To Help The Folks Of Train Village Ride The Rails Safely And Reliably.
S89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,Pg-13,96 Min,"Documentaries, Sports Movies","From A Chance Meeting To A Tragic Fallout, Malcolm X And Muhammad Ali's Extraordinary Bond Cracks Under The Weight Of Distrust And Shifting Ideals."
S90,Tv Show,Mighty Raju,,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",,"September 9, 2021",2017,Tv-Y7,4 Seasons,Kids' Tv,"Born With Superhuman Abilities, Young Raju Wants To Use His Powers To Make The World A Better Place — But That Will Mean Facing Plenty Of Challenges!"
S91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States","September 9, 2021",2019,Tv-Ma,95 Min,"Sci-Fi & Fantasy, Thrillers","Uma Wakes Up In A Lush Tropical Facility Designed To Turn Willful Girls Into Perfect Ladies. That’s Bad Enough, But Its Real Purpose Is Even Worse."
S92,Movie,The Women And The Murderer,"Mona Achache, Patricia Tourancheau",,France,"September 9, 2021",2021,Tv-14,92 Min,"Documentaries, International Movies",This Documentary Traces The Capture Of Serial Killer Guy Georges Through The Tireless Work Of Two Women: A Police Chief And A Victim's Mother.
S93,Tv Show,Into The Night,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Belgium,"September 8, 2021",2021,Tv-Ma,2 Seasons,"International Tv Shows, Tv Dramas, Tv Mysteries",Passengers And Crew Aboard A Hijacked Overnight Flight Scramble To Outrace The Sun As A Mysterious Cosmic Event Wreaks Havoc On The World Below.
S94,Movie,Jj+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,Tv-Ma,91 Min,"Dramas, International Movies, Romantic Movies","Elisabeth And John-John Live In The Same City, But They Inhabit Different Worlds. Can A Passionate First Love Break Through Class And Cultural Barriers?"
S95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",2018,Pg,90 Min,"Children & Family Movies, Comedies",A Rough And Tough Police Dog Must Go Undercover With An Fbi Agent As A Prim And Proper Pet At A Dog Show To Save A Baby Panda From An Illegal Sale.
S96,Tv Show,The Circle,,Michelle Buteau,"United States, United Kingdom","September 8, 2021",2021,Tv-Ma,3 Seasons,Reality Tv,"Status And Strategy Collide In This Social Experiment And Competition Show Where Online Players Flirt, Befriend And Catfish Their Way Toward $100,000."
S97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,"September 7, 2021",2018,Tv-Ma,97 Min,"Documentaries, Music & Musicals","Using Interviews And Archival Footage, This Documentary Charts The Story Of The Legendary Southern Rockers With A Focus On Front Man Ronnie Van Zant."
S98,Tv Show,Kid Cosmic,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,"September 7, 2021",2021,Tv-Y7,2 Seasons,"Kids' Tv, Tv Comedies, Tv Sci-Fi & Fantasy",A Boy's Superhero Dreams Come True When He Finds Five Powerful Cosmic Stones. But Saving The Day Is Harder Than He Imagined — And He Can't Do It Alone.
S99,Tv Show,Octonauts: Above & Beyond,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,"September 7, 2021",2021,Tv-Y,1 Season,"British Tv Shows, Kids' Tv","The Octonauts Expand Their Exploration Beyond The Sea — And Onto Land! With New Rides And New Friends, They'll Protect Any Habitats And Animals At Risk."
S100,Tv Show,On The Verge,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States","September 7, 2021",2021,Tv-Ma,1 Season,"Tv Comedies, Tv Dramas","Four Women — A Chef, A Single Mom, An Heiress And A Job Seeker — Dig Into Love And Work, With A Generous Side Of Midlife Crises, In Pre-Pandemic La."
S101,Tv Show,Tobot Galaxy Detectives,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",,"September 7, 2021",2019,Tv-Y7,2 Seasons,Kids' Tv,"An Intergalactic Device Transforms Toy Cars Into Robots: The Tobots! Working With Friends To Solve Mysteries, They Protect The World From Evil."
S102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",,United States,"September 7, 2021",2021,Tv-Ma,80 Min,"Documentaries, Sports Movies","Under Pressure To Continue A Winning Tradition In American Tennis, Mardy Fish Faced Mental Health Challenges That Changed His Life On And Off The Court."
S103,Tv Show,Countdown: Inspiration4 Mission To Space,Jason Hehir,,,"September 6, 2021",2021,Tv-14,1 Season,"Docuseries, Science & Nature Tv","From Training To Launch To Landing, This All-Access Docuseries Rides Along With The Inspiration4 Crew On The First All-Civilian Orbital Space Mission."
S104,Movie,Shadow Parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",,"September 6, 2021",2020,Tv-Ma,117 Min,"Dramas, International Movies, Thrillers",A Family Faces Destruction In A Long-Running Conflict Between Communities That Pits Relatives Against Each Other Amid Attacks And Reprisals.
S105,Tv Show,Tayo The Little Bus,,"Robyn Slade, Kami Desilets",South Korea,"September 6, 2021",2016,Tv-Y,2 Seasons,"Kids' Tv, Korean Tv Shows","As They Learn Their Routes Around The Busy City, Tayo And His Little Bus Friends Discover New Sights And Go On Exciting Adventures Every Day."
S106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,"September 5, 2021",2017,Tv-14,128 Min,"Action & Adventure, Comedies, Dramas","After Growing Up Amidst The Gang Wars Of His Hometown, Vincent Forms An Entrepreneurial Squad Of His Own And Ends Up On The Wrong Side Of The Law."
S107,Tv Show,Bunk'd,,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,"September 5, 2021",2021,Tv-G,5 Seasons,"Kids' Tv, Tv Comedies","The Ross Siblings Of Disney's Hit Series ""Jessie"" Spend A Summer Full Of Fun And Adventure At Maine's Camp Kikiwaka, Where Their Parents First Met."
S108,Movie,A Champion Heart,David De Vos,"Mandy Grace, David De Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,"September 4, 2021",2018,G,90 Min,"Children & Family Movies, Dramas","When A Grieving Teen Must Work Off Her Debt To A Ranch, She Cares For A Wounded Horse That Teaches Her More About Healing Than She Expected."
S109,Tv Show,Dive Club,,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,"September 3, 2021",2021,Tv-G,1 Season,"Kids' Tv, Tv Dramas, Teen Tv Shows","On The Shores Of Cape Mercy, A Skillful Group Of Teen Divers Investigate A Series Of Secrets And Signs After One Of Their Own Mysteriously Goes Missing."
S110,Tv Show,La Casa De Papel,,"Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver",Spain,"September 3, 2021",2021,Tv-Ma,5 Seasons,"Crime Tv Shows, International Tv Shows, Spanish-Language Tv Shows",Eight Thieves Take Hostages And Lock Themselves In The Royal Mint Of Spain As A Criminal Mastermind Manipulates The Police To Carry Out His Plan.
S111,Tv Show,Money Heist: From Tokyo To Berlin,"Luis Alfaro, Javier Gómez Santander",,,"September 3, 2021",2021,Tv-Ma,1 Season,"Docuseries, International Tv Shows, Spanish-Language Tv Shows","The Filmmakers And Actors Behind ""Money Heist"" Characters Like Tokyo And The Professor Talk About The Emotional Artistic Process Of Filming The Series."
S112,Tv Show,Sharkdog,,"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh Mcdermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji","United States, Singapore","September 3, 2021",2021,Tv-Y,1 Season,Kids' Tv,"Half Shark, Half Dog With A Big Heart And A Belly Full Of Fish Sticks! Together, Sharkdog And His Human Pal Max Can Take On Any Silly Or Messy Adventure."
S113,Movie,Worth,Sara Colangelo,"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",,"September 3, 2021",2021,Pg-13,119 Min,Dramas,"In The Wake Of The Sept. 11 Attacks, A Lawyer Faces An Emotional Reckoning As He Attempts To Put A Dollar Value On The Lives Lost. Based On Real Events."
